id,s1,s41,s42,s43,s44,s45,a0,M1,a11012,a11022,a11032,a11042,a11052,a11062,a11072,a11082,a11092,a11102,a11112,a11122,a11132,a11142,a1301,a1302,a1303,a1304,a1305,a1306,a1307,a1308,a1309,a1310,a1311,a1312,a1313,a1314,a1401,a1402,a1403,a1404,a1405,a1406,a1407,a1408,a1409,a1410,a1411,a1412,a1413,a1414,a2,a301,a302,a4,a501,a6,a7a,a7b,a7c,a8a,a11,a1299,a121,a122,a123,a124,a125,a126,a127,a128,a13,a14,a15,a16,a17,a18,a21,a23,a24,a25,M2,a313,a31a,a31b,a69,a69,a71a,a7ab,a72,a75a,a81,b5
11526,1,21,64,101,257,352,2015年7月15日,2,81,40,,,,,,,,,,,,,4,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,1,1997,18,1,1,1,6,4,2015,0,50,0,0,0,0,0,0,0,0,1,174,112,5,4,3,1,2,,9997,9997,3.29,2,2,2,3,1,,,,,,-8
11527,2,21,64,100,255,350,2015年7月19日,2,50,23,,,,,,,,,,,,,4,4,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,1973,42,1,1,1,3,4,-2,0,180,0,1,1,0,0,0,0,0,0,140,120,2,2,1,1,1,,9997,9997,4.36,1,1,5,3,3,1965,1991,3,20000,1,-8
11528,2,21,61,97,244,337,2015年7月14日,2,60,33,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1981,34,1,1,1,4,4,1996,0,230,0,0,0,1,1,0,0,0,0,158,126,4,5,5,1,1,,2007,2007,4.07,2,1,1,4,3,1982,2010,5,0,1,2
11529,1,21,61,97,243,336,2015年7月18日,1,60,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1954,61,1,1,1,6,4,1975,20000,200,0,1,0,0,0,0,0,0,0,170,158,2,4,5,5,3,1996,,1996,3.43,3,2,2,5,3,1955,1977,3,20000,5,1
11530,2,21,64,100,255,349,2015年7月20日,4,89,68,39,11,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1953,62,1,1,1,1,,,1800,200,0,0,0,1,0,0,0,0,0,160,92,4,5,5,1,2,,9997,9997,4.57,1,1,4,4,3,1948,1975,3,2000,3,2
11532,2,21,64,102,259,356,2015年7月21日,3,62,35,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1953,62,1,1,1,3,4,1973,3000,360,0,0,1,0,0,0,0,0,0,154,100,2,2,3,1,1,,9997,9997,3.57,2,2,2,5,3,1954,1975,4,2000,1,3
11533,2,21,64,100,255,350,2015年7月19日,2,47,22,,,,,,,,,,,,,4,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1968,47,1,1,1,3,2,,10000,250,0,1,1,0,0,0,0,0,0,170,130,4,3,4,1,1,,9997,9997,0.14,2,2,3,4,3,1968,1989,4,25000,1,2
11534,1,21,63,99,250,343,2015年7月20日,4,83,45,43,17,,,,,,,,,,,1,1,1,4,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1940,75,1,1,1,1,,,30000,80,0,1,1,0,0,0,0,0,0,165,102,5,5,4,5,1,,9997,9997,3.14,2,1,5,4,3,1933,1958,4,40000,5,2
11536,2,21,64,100,255,349,2015年7月20日,5,57,32,32,9,2,,,,,,,,,,1,4,4,1,4,,,,,,,,,,2,1,1,2,1,,,,,,,,,,1,1957,58,1,1,1,6,4,1974,20000,115,0,1,0,0,0,0,0,0,0,169,126,5,4,4,1,1,,9997,9997,1.14,3,1,2,4,3,1958,1979,4,15000,3,2
11537,2,21,62,98,248,341,2015年7月16日,4,58,33,30,7,,,,,,,,,,,1,4,1,1,,,,,,,,,,,2,1,2,2,,,,,,,,,,,1,1956,59,1,1,1,4,2,-2,15000,110,0,1,0,0,0,0,0,0,0,155,107,2,2,2,1,1,,9997,9997,4.5,1,2,5,4,3,1957,1979,3,2500,3,-8
11540,1,21,64,100,254,348,2015年7月15日,2,46,20,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1944,71,1,1,1,1,,,5160,86,0,1,0,0,0,0,0,0,0,147,145,2,2,3,4,1,,-2,9997,3.71,1,1,3,3,7,,,,,,2
11542,2,21,64,100,255,350,2015年7月18日,5,59,57,11,8,3,,,,,,,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,2,1984,31,1,1,1,4,4,1999,0,300,0,0,0,0,0,0,0,1,0,156,111,4,3,5,1,1,,9997,9997,3.86,1,1,2,3,3,1975,2003,3,30000,5,2
11545,1,21,63,99,253,346,2015年7月14日,1,56,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1950,65,1,0,6,4,3,1966,20000,65,0,1,0,0,0,0,0,0,0,172,120,3,1,3,2,2,,9997,9997,3.79,4,2,5,5,4,1961,2003,3,0,5,2
11546,1,21,64,102,260,358,2015年7月18日,4,72,40,40,13,,,,,,,,,,,1,4,4,1,,,,,,,,,,,2,1,1,2,,,,,,,,,,,1,1942,73,1,1,1,3,4,1960,6000,160,0,1,0,0,0,0,0,0,0,170,145,2,3,4,2,1,,9997,9997,3.43,3,2,2,4,3,1943,1966,1,2000,4,2
11547,1,21,63,99,252,345,2015年7月16日,1,50,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1966,49,1,1,1,3,4,1978,-1,65,0,1,1,0,0,0,0,0,0,156,105,3,5,4,4,1,,2013,2013,4,1,6,6,5,3,1966,1990,6,50000,1,3
11549,2,21,62,98,246,339,2015年7月17日,4,76,44,20,13,,,,,,,,,,,1,4,4,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1969,46,1,1,1,3,4,1982,-1,240,0,1,0,0,0,0,0,0,0,160,110,4,4,4,1,1,,9997,9997,4.07,1,2,4,4,3,1971,1993,3,20000,1,2
11550,1,21,64,101,257,354,2015年7月16日,3,45,43,41,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1949,66,1,1,1,3,4,1963,2000,120,0,1,0,0,0,0,0,0,0,165,164,4,3,5,1,1,,9997,9997,3.43,2,3,3,3,4,1969,1998,4,0,5,3
11551,1,21,63,99,251,344,2015年7月18日,4,62,39,37,30,,,,,,,,,,,1,4,4,4,,,,,,,,,,,2,1,1,1,,,,,,,,,,,1,1950,65,1,1,1,4,4,-2,37200,78,0,0,1,0,0,0,0,0,0,172,83,2,2,4,4,1,,1979,9997,3.43,3,2,1,4,3,1953,1975,7,54000,5,3
11552,1,21,63,99,252,345,2015年7月17日,3,43,6,4,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1972,43,1,1,1,6,4,1992,15000,60,0,0,0,0,0,0,0,0,1,171,140,2,2,2,4,2,,9997,9997,4.14,2,4,6,2,3,1972,2007,4,15000,1,2
11554,1,21,63,99,251,344,2015年7月18日,10,59,34,33,30,30,28,28,3,2,2,,,,,1,4,4,4,4,4,4,4,4,4,,,,,2,1,1,1,1,1,1,1,1,1,,,,,1,1957,58,1,1,1,9,4,1989,35000,200,0,1,0,0,0,0,0,0,0,164,160,2,2,2,2,1,,1983,1983,3.79,2,5,5,4,3,1956,1981,4,35000,1,2
11556,1,21,63,99,251,344,2015年7月18日,4,56,33,28,1,,,,,,,,,,,4,4,4,4,,,,,,,,,,,2,1,1,1,,,,,,,,,,,1,1953,62,1,1,1,6,4,1973,12000,60,0,1,0,0,0,0,0,0,0,169,152,3,3,4,4,1,,1980,9997,3.71,3,2,6,4,3,1959,1981,4,25000,5,-8
11557,1,21,63,99,252,345,2015年7月16日,1,61,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1951,64,1,1,1,4,3,1966,40000,118,0,0,0,1,0,0,0,0,0,170,116,4,4,5,2,3,2011,,2011,3.71,3,4,3,4,3,1954,1980,6,20000,5,3
11558,1,21,63,99,252,345,2015年7月16日,3,43,43,18,,,,,,,,,,,,4,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1997,18,1,1,1,6,4,2015,0,80,0,0,0,0,1,0,0,0,0,160,90,5,4,4,5,1,,9997,9997,3.64,5,6,6,4,1,,,,,,2
11560,1,21,63,99,250,343,2015年7月20日,1,67,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1940,75,1,1,1,1,,,28000,84,0,0,0,0,0,0,0,0,1,165,140,2,5,5,1,1,,1966,1966,3.57,4,,,4,3,1949,1968,2,2000,6,3
11561,2,21,64,100,255,350,2015年7月18日,4,54,30,25,22,,,,,,,,,,,3,4,4,4,,,,,,,,,,,2,1,1,1,,,,,,,,,,,1,1962,53,1,1,1,6,4,1979,30000,350,0,1,1,0,0,0,0,0,0,160,118,5,4,4,1,1,,9997,9997,3.71,2,1,1,5,3,1961,1984,6,0,3,2
11563,1,21,63,99,252,345,2015年7月16日,1,81,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1996,19,1,1,1,12,1,2013,-1,95,0,0,0,0,0,0,0,1,0,160,92,4,5,5,1,1,,9997,9997,2.86,5,1,1,5,1,,,,,,-8
11565,1,21,64,101,257,354,2015年7月16日,3,70,44,41,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1948,67,1,1,1,4,4,1965,55000,266,0,1,0,0,0,0,0,0,0,168,140,3,4,4,1,1,,1987,1987,2.5,2,3,3,4,3,1946,1969,3,0,5,2
11566,1,21,64,102,260,358,2015年7月17日,3,59,33,30,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1954,61,1,1,1,3,4,1968,36000,240,0,1,0,0,0,0,0,0,0,170,140,5,5,5,4,1,,9997,9997,4.21,1,1,1,5,3,1956,1980,4,0,5,2
11567,2,21,64,102,259,356,2015年7月21日,2,64,32,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,1,,,,,,,,,,,,,1,1948,67,1,1,1,3,2,,15000,200,0,1,1,0,0,0,0,0,0,170,120,2,4,4,1,1,,9997,9997,4.36,1,1,7,4,3,1952,1974,3,0,4,2
11568,2,21,64,101,257,353,2015年7月19日,8,56,34,30,28,27,5,2,2,,,,,,,1,1,1,1,1,1,1,1,,,,,,,2,1,1,1,1,1,1,1,,,,,,,1,1957,58,1,1,1,6,4,1976,-2,135,0,1,0,0,0,0,0,0,0,160,110,4,5,5,1,1,,9997,9997,4.14,4,2,2,5,3,1960,1980,6,-2,3,2
11569,1,21,63,99,251,344,2015年7月18日,4,55,30,26,26,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1987,28,1,1,1,7,4,2004,60000,200,0,0,0,0,1,0,0,0,0,175,180,3,5,5,1,1,,9997,9997,3.71,2,2,3,3,3,1988,2010,6,0,1,2
11571,2,21,64,100,255,350,2015年7月18日,3,62,34,31,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1953,62,1,1,1,4,3,-1,1408,220,0,0,0,1,0,0,0,0,0,175,124,2,2,3,1,1,,9997,9997,4.36,1,,,4,3,1954,1978,3,1000,3,3
11572,2,21,61,97,245,338,2015年7月17日,4,60,35,29,25,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1957,58,1,1,1,1,,,10000,108,0,0,1,0,0,0,0,0,0,159,105,4,5,3,1,1,,1979,1979,3.14,1,2,2,3,3,1955,1979,1,5000,2,3
11573,1,21,64,100,254,348,2015年7月15日,2,73,43,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1945,70,1,1,1,4,4,1963,35000,120,0,0,1,0,0,0,0,0,0,156,140,3,4,4,2,2,,9997,9997,3.29,3,3,3,4,3,1943,1968,4,40000,5,2
11574,2,21,64,100,255,350,2015年7月18日,2,44,21,,,,,,,,,,,,,4,4,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1968,47,1,1,1,4,2,-2,35000,200,0,1,0,0,0,0,0,0,0,166,116,4,5,5,4,1,,9997,9997,4.07,1,5,5,4,3,1971,1993,3,20000,1,2
11575,2,21,62,98,246,339,2015年7月17日,4,73,29,11,3,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1971,44,8,1,1,4,4,1986,10000,130,0,0,0,0,1,0,0,0,0,172,140,4,4,4,1,1,,9997,9997,3.71,2,5,5,3,4,1986,2001,4,0,4,2
11576,1,21,64,102,260,357,2015年7月15日,6,57,53,31,7,7,3,,,,,,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,2,2,2,,,,,,,,,1,1984,31,1,1,1,4,4,1990,31000,300,0,0,0,0,1,0,0,0,0,175,130,4,5,4,5,1,,9997,9997,3.21,3,5,4,3,3,1984,2002,4,20000,1,3
11577,1,21,63,99,251,344,2015年7月18日,3,54,27,22,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1963,52,1,1,1,4,4,1980,20000,200,0,1,0,0,0,0,0,0,0,176,75,4,4,4,1,1,,9997,9997,3.64,3,1,1,5,4,1961,1991,4,20000,1,2
11578,2,21,62,98,247,340,2015年7月15日,2,45,20,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,1,,,,,,,,,,,,,1,1970,45,1,1,1,3,2,,10000,200,0,1,0,0,0,0,0,0,0,165,110,3,4,4,1,1,,9997,9997,3.64,1,5,5,4,3,1970,1994,3,0,3,3
11579,1,21,64,100,254,348,2015年7月15日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1935,80,1,1,1,1,,,4800,30,0,0,0,0,0,0,0,0,1,158,75,4,3,4,2,1,,1956,1956,4.14,1,1,6,4,7,,,,,,-8
11583,1,21,61,97,243,336,2015年7月18日,5,52,29,29,25,4,,,,,,,,,,1,4,4,4,4,,,,,,,,,,2,1,1,2,1,,,,,,,,,,2,1962,53,1,1,1,1,,,30000,350,0,1,0,0,0,0,0,0,0,160,110,4,5,5,2,1,,9997,9997,2.86,1,1,-8,4,3,1986,1986,4,40000,1,2
11585,1,21,64,100,254,348,2015年7月16日,2,59,32,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,1955,60,1,1,1,6,4,1974,19000,130,0,1,1,0,0,0,0,0,0,163,110,5,5,5,2,1,,9997,9997,3.21,4,,,4,2,1956,,10,20000,1,3
11587,1,21,63,99,253,346,2015年7月15日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1950,65,1,0,7,4,3,1966,25000,200,0,0,0,1,0,0,0,0,0,160,130,3,4,4,4,2,,1969,1969,4.21,5,2,2,4,3,1955,1976,3,15000,5,3
11588,2,21,62,98,248,341,2015年7月16日,5,62,62,37,35,28,,,,,,,,,,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,,,,,,,,,,1,1984,31,1,1,1,4,2,1998,40000,240,0,0,0,0,1,0,0,0,0,158,130,3,3,3,1,1,,-2,-2,3.86,1,1,7,3,3,1989,2012,4,0,5,3
11590,1,21,64,102,260,358,2015年7月18日,3,68,22,11,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1949,66,1,1,1,3,2,,0,300,0,1,0,0,0,0,0,0,0,175,150,2,1,3,5,1,,1984,9997,4.43,2,4,6,5,3,1947,1969,1,0,4,2
11591,2,21,62,98,247,340,2015年7月14日,5,46,18,13,12,9,,,,,,,,,,1,4,1,1,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,2,1977,38,8,1,1,1,,,10000,80,0,0,0,0,0,0,0,0,1,150,97,4,4,4,1,2,,9997,9997,4.07,1,4,5,3,3,1969,1996,4,20000,1,2
11592,2,21,62,98,247,340,2015年7月15日,3,50,50,21,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,1,,,,,,,,,,,,2,1988,27,8,1,1,1,,,0,300,0,0,0,0,1,0,0,0,0,160,80,1,1,-8,1,1,,9997,9997,4.57,1,2,4,-8,1,,,,,,-8
11593,1,21,63,99,253,346,2015年7月14日,3,37,32,30,,,,,,,,,,,,1,4,4,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,1952,63,1,1,1,4,3,1968,30000,180,0,1,0,0,0,0,0,0,0,168,150,3,5,5,2,2,,1974,1974,3.86,3,,,2,7,,,,,,3
11594,1,21,64,101,257,354,2015年7月16日,2,42,13,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1973,42,1,1,1,4,4,1989,30000,170,0,0,0,0,0,0,0,0,1,178,150,4,4,4,4,2,,9997,9997,3.57,2,7,6,4,3,1968,1998,4,30000,1,2
11598,1,21,62,98,249,342,2015年7月18日,2,51,28,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1964,51,1,0,3,3,3,,50000,900,0,1,0,0,0,0,0,0,0,168,100,4,3,2,2,3,1995,,1995,3.79,1,3,3,4,3,1964,1984,3,50000,1,2
11599,1,21,64,102,258,355,2015年7月20日,2,47,21,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1967,48,1,1,1,6,4,1985,15000,120,0,0,1,0,0,0,0,0,0,159,130,5,5,5,5,1,,9997,9997,2.79,2,2,3,5,3,1968,1992,6,15000,1,2
11600,1,21,64,102,260,358,2015年7月18日,1,35,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1944,71,1,1,1,3,2,,4700,80,0,1,0,0,0,0,0,0,0,180,110,3,3,5,4,1,,9997,9997,3.71,1,6,6,3,3,1945,1972,3,4700,5,2
11602,2,21,62,98,248,341,2015年7月16日,5,52,27,29,25,23,,,,,,,,,,1,4,4,4,4,,,,,,,,,,2,2,2,2,2,,,,,,,,,,2,1960,55,1,0,1,3,2,,20000,120,0,0,0,1,0,0,0,0,0,162,120,2,2,4,1,1,,9997,9997,4.14,1,1,5,4,3,1963,1986,3,20000,3,-8
11603,1,21,63,99,252,345,2015年7月16日,2,40,38,,,,,,,,,,,,,4,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1977,38,1,1,1,4,3,1991,24000,87,0,0,1,0,0,0,0,0,0,165,55,3,3,3,1,2,,1999,2005,4,2,3,3,4,3,1975,1999,4,120000,1,2
11604,1,21,61,97,243,336,2015年7月18日,2,36,7,,,,,,,,,,,,,4,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1983,32,1,1,1,4,4,1999,15000,200,0,0,1,0,0,0,0,0,0,163,116,3,5,5,4,1,,9997,9997,4,1,1,7,3,3,1980,2006,4,35000,1,2
11606,1,21,64,100,254,348,2015年7月17日,1,60,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1955,60,1,1,1,4,4,1972,14000,50,0,1,1,0,0,0,0,0,0,160,105,4,2,2,2,1,,9997,9997,3.64,2,3,6,3,3,1955,1982,4,13000,5,4
11607,1,21,63,99,252,345,2015年7月16日,4,75,51,27,25,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1936,79,1,1,1,14,-8,-1,3600,87,0,0,0,0,0,0,0,1,0,150,100,3,4,2,1,1,,2013,2013,3.71,3,,,3,3,1941,1957,1,3600,4,3
11609,1,21,64,101,257,352,2015年7月14日,2,45,22,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,1,,,,,,,,,,,,,1,1970,45,1,1,1,4,4,1985,40000,200,0,1,0,0,0,0,0,0,0,172,120,4,4,4,4,1,,9997,9997,3.29,2,4,4,5,3,1970,1993,3,40000,1,2
11610,1,21,64,100,254,348,2015年7月15日,2,47,23,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1969,46,1,1,1,4,4,1986,10000,100,0,1,0,0,0,0,0,0,0,164,130,5,5,5,2,2,,9997,9997,3.71,2,5,6,3,3,1969,1991,4,10000,1,3
11613,1,21,64,100,254,347,2015年7月18日,2,48,23,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1964,51,1,1,3,10,4,1984,36000,80,0,1,1,0,0,1,0,0,0,171,120,4,5,4,2,1,,9997,9997,3.14,3,5,5,4,3,1967,1990,7,0,5,2
11617,2,21,62,98,248,341,2015年7月16日,5,66,38,37,12,10,,,,,,,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,2,1949,66,8,1,1,1,,,0,150,0,0,1,0,0,0,0,0,0,160,102,2,3,3,1,1,,9997,9997,4.21,1,1,2,5,3,1949,1969,4,0,2,2
11618,1,21,63,99,250,343,2015年7月19日,5,85,55,52,48,45,,,,,,,,,,1,4,4,4,4,,,,,,,,,,2,1,1,1,1,,,,,,,,,,2,1935,80,1,1,1,1,,,30000,40,0,0,0,0,0,0,0,0,1,160,130,1,1,1,4,1,,1962,1962,0.5,1,2,2,2,3,1931,1960,1,30000,5,-8
11619,1,21,61,97,243,336,2015年7月18日,5,75,82,59,58,30,,,,,,,,,,2,2,1,1,1,,,,,,,,,,1,1,2,2,1,,,,,,,,,,1,1988,27,1,1,1,9,4,2009,30000,300,0,1,0,0,0,0,0,0,0,180,110,3,5,3,4,1,,9997,9997,3.29,3,6,3,3,1,,,,,,2
11620,1,21,64,100,254,347,2015年7月15日,3,65,64,33,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1978,37,1,1,1,10,4,1997,20000,80,0,0,0,0,1,0,0,0,0,170,130,3,5,5,2,2,,9997,9997,3.14,2,6,5,4,3,1981,2004,6,20000,1,2
11622,1,21,64,100,254,347,2015年7月17日,2,43,18,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1975,40,1,1,1,4,4,1990,45000,80,0,1,1,0,0,0,0,0,0,163,120,4,4,4,1,2,,9997,9997,2.93,3,2,2,5,3,1972,1996,4,50000,1,2
11627,1,21,64,102,258,355,2015年7月19日,2,45,18,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1975,40,1,1,1,4,1,1980,24000,200,0,0,1,0,0,0,0,0,0,160,110,5,5,5,5,1,,9997,1995,3.64,2,4,5,5,3,1970,1996,4,0,5,2
11628,1,21,64,100,254,348,2015年7月15日,2,46,23,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1969,46,1,1,1,6,4,1987,18000,90,0,1,1,0,0,0,0,0,0,163,110,4,4,4,5,2,,9997,9997,2.93,2,6,4,4,3,1965,1991,6,35000,1,3
11630,1,21,64,101,257,354,2015年7月17日,4,60,59,31,9,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1980,35,1,1,1,7,4,1997,80000,80,0,0,0,0,1,0,0,0,0,169,120,5,5,4,2,1,,9997,9997,3.5,1,4,4,4,3,1984,2005,6,0,5,2
11631,2,21,64,100,255,349,2015年7月20日,2,40,75,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1983,32,1,1,2,4,4,1998,40000,300,0,1,1,0,0,0,0,0,0,170,120,4,4,4,1,1,,9997,9997,3.79,1,,,4,3,1974,2004,4,40000,1,2
11632,1,21,64,102,258,355,2015年7月19日,2,47,18,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1970,45,1,1,1,7,4,1985,40000,80,0,1,0,0,0,0,0,0,0,170,145,4,5,3,5,1,,9997,9997,3.14,3,1,2,3,3,1968,1994,4,40000,1,2
11633,2,21,64,102,259,356,2015年7月21日,1,59,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1955,60,1,1,1,4,4,-2,5000,90,0,1,0,0,0,0,0,0,0,175,110,3,4,4,1,1,,9997,9997,0.79,1,5,5,4,3,1956,1979,4,0,4,2
11635,2,21,62,98,246,339,2015年7月17日,4,43,44,17,15,,,,,,,,,,,1,1,4,4,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1972,43,1,1,1,4,4,1989,5000,65,0,1,0,0,0,0,0,0,0,163,130,4,5,5,1,1,,9997,9997,3.93,3,2,2,2,3,1971,1996,1,2500,6,2
11636,1,21,64,102,260,358,2015年7月18日,4,53,30,30,4,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1965,50,1,1,1,4,4,1980,0,100,0,1,1,0,0,0,0,0,0,156,138,4,4,2,5,1,,9997,9997,4.07,2,1,5,3,3,1962,1984,4,800,5,3
11638,1,21,63,99,251,344,2015年7月18日,2,36,17,,,,,,,,,,,,,4,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1971,44,1,1,1,4,3,1978,20000,60,0,0,0,0,1,0,0,0,0,172,150,4,5,5,5,1,,9997,9997,4.07,4,1,7,5,3,1976,1997,3,10000,1,-8
11640,1,21,63,99,250,343,2015年7月20日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1950,65,1,1,1,1,,,0,60,0,1,1,0,0,0,0,0,0,155,100,2,3,3,2,1,,-2,-2,4.5,1,4,4,4,7,,,,,,2
11642,1,21,63,99,251,344,2015年7月18日,1,67,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1949,66,1,1,1,4,4,1963,10000,100,0,1,0,0,0,0,0,0,0,172,150,4,5,3,1,1,,9997,9997,3.86,1,1,2,5,3,1948,1968,3,0,1,-8
11643,1,21,61,97,243,336,2015年7月18日,3,46,42,9,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1996,19,1,1,1,4,4,2011,10000,150,0,0,0,0,1,0,0,0,0,158,94,5,5,3,5,1,,9997,9997,2.93,1,2,2,3,1,,,,,,3
11644,1,21,63,99,252,345,2015年7月17日,4,48,48,28,26,,,,,,,,,,,4,4,3,3,,,,,,,,,,,1,1,1,1,,,,,,,,,,,1,1944,71,1,1,1,4,4,1960,22000,78,0,0,0,1,0,0,0,0,0,170,120,2,3,4,5,2,,1959,1959,3.86,2,4,4,4,3,1946,1966,4,0,6,3
11649,1,21,64,102,258,355,2015年7月19日,2,46,46,,,,,,,,,,,,,4,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1993,22,1,1,1,5,4,2012,14000,240,0,0,0,0,1,0,0,0,0,178,138,4,5,3,2,1,,9997,9997,3.64,2,4,2,4,1,,,,,,2
11652,1,21,63,99,253,346,2015年7月14日,3,58,35,34,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1955,60,1,1,1,6,4,-2,25000,200,0,1,1,0,0,0,0,0,0,175,110,5,5,4,4,1,,1975,1975,4,5,6,6,4,3,1957,1979,4,0,5,2
11654,2,21,61,97,245,338,2015年7月16日,7,74,48,46,44,47,44,37,,,,,,,,1,4,4,4,4,4,4,,,,,,,,2,1,1,1,1,1,1,,,,,,,,2,1941,74,1,1,1,1,,,0,160,0,0,0,1,0,0,0,0,0,150,130,2,2,4,1,1,,1961,1961,4.07,1,1,1,5,3,1941,1961,3,400,2,2
11655,2,21,64,101,256,351,2015年7月20日,2,71,41,,,,,,,,,,,,,1,4,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1947,68,1,1,1,1,,,2000,80,0,1,1,0,0,0,0,0,0,150,92,2,2,2,1,1,,9997,9997,4.21,1,3,6,4,3,1944,1968,4,2000,5,2
